Time,Time Since Power-On,Charge-Enable Output Active,Discharge-Enable Output Active,DCL Reduced Due To SOC,CCL Reduced Due To SOC,Pack Amperage (Current),Pack Voltage,Pack State of Charge (SOC),CANBUS 1 Flags,CANBUS 1 Errors Present,Average battery temperature
Wed May 21 20:22:44 PDT 2025,2911.000000,0.000000,1.000000,0.000000,0.000000,20.500000,48.000000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:22:50 PDT 2025,2916.000000,0.000000,1.000000,0.000000,0.000000,20.600000,48.000000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:22:55 PDT 2025,2921.000000,0.000000,1.000000,0.000000,0.000000,20.700000,48.000000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:23:00 PDT 2025,2926.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.100000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:23:05 PDT 2025,2931.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.100000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:23:10 PDT 2025,2937.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.100000,80.500000,1.000000,0.000000,29.000000
Wed May 21 20:23:15 PDT 2025,2942.000000,0.000000,1.000000,0.000000,0.000000,20.500000,48.100000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:23:20 PDT 2025,2947.000000,0.000000,1.000000,0.000000,0.000000,20.400000,48.100000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:23:25 PDT 2025,2952.000000,0.000000,1.000000,0.000000,0.000000,21.500000,48.100000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:23:30 PDT 2025,2957.000000,0.000000,1.000000,0.000000,0.000000,21.000000,48.100000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:23:35 PDT 2025,2962.000000,0.000000,1.000000,0.000000,0.000000,21.500000,48.100000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:23:40 PDT 2025,2967.000000,0.000000,1.000000,0.000000,0.000000,21.200000,48.100000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:23:46 PDT 2025,2972.000000,0.000000,1.000000,0.000000,0.000000,21.000000,48.100000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:23:51 PDT 2025,2977.000000,0.000000,1.000000,0.000000,0.000000,21.400000,48.100000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:23:56 PDT 2025,2982.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.100000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:24:01 PDT 2025,2988.000000,0.000000,1.000000,0.000000,0.000000,21.000000,48.200000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:24:06 PDT 2025,2993.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.100000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:24:11 PDT 2025,2998.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.200000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:24:16 PDT 2025,3003.000000,0.000000,1.000000,0.000000,0.000000,21.100000,48.200000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:24:21 PDT 2025,3008.000000,0.000000,1.000000,0.000000,0.000000,20.400000,48.200000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:24:27 PDT 2025,3013.000000,0.000000,1.000000,0.000000,0.000000,21.500000,48.200000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:24:32 PDT 2025,3018.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.200000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:24:37 PDT 2025,3023.000000,0.000000,1.000000,0.000000,0.000000,21.400000,48.200000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:24:42 PDT 2025,3028.000000,0.000000,1.000000,0.000000,0.000000,20.400000,48.200000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:24:47 PDT 2025,3033.000000,0.000000,1.000000,0.000000,0.000000,21.100000,48.200000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:24:52 PDT 2025,3038.000000,0.000000,1.000000,0.000000,0.000000,20.800000,48.200000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:24:57 PDT 2025,3044.000000,0.000000,1.000000,0.000000,0.000000,20.600000,48.200000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:25:02 PDT 2025,3049.000000,0.000000,1.000000,0.000000,0.000000,20.600000,48.200000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:25:07 PDT 2025,3054.000000,0.000000,1.000000,0.000000,0.000000,21.400000,48.300000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:25:12 PDT 2025,3059.000000,0.000000,1.000000,0.000000,0.000000,20.500000,48.300000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:25:18 PDT 2025,3064.000000,0.000000,1.000000,0.000000,0.000000,20.800000,48.300000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:25:23 PDT 2025,3069.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.300000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:25:28 PDT 2025,3074.000000,0.000000,1.000000,0.000000,0.000000,20.400000,48.300000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:25:33 PDT 2025,3079.000000,0.000000,1.000000,0.000000,0.000000,20.600000,48.300000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:25:38 PDT 2025,3084.000000,0.000000,1.000000,0.000000,0.000000,21.500000,48.300000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:25:43 PDT 2025,3089.000000,0.000000,1.000000,0.000000,0.000000,20.400000,48.300000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:25:48 PDT 2025,3095.000000,0.000000,1.000000,0.000000,0.000000,21.100000,48.300000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:25:53 PDT 2025,3100.000000,0.000000,1.000000,0.000000,0.000000,21.400000,48.300000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:25:58 PDT 2025,3105.000000,0.000000,1.000000,0.000000,0.000000,20.500000,48.300000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:26:03 PDT 2025,3110.000000,0.000000,1.000000,0.000000,0.000000,21.000000,48.400000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:26:09 PDT 2025,3115.000000,0.000000,1.000000,0.000000,0.000000,21.600000,48.400000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:26:14 PDT 2025,3120.000000,0.000000,1.000000,0.000000,0.000000,20.800000,48.300000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:26:19 PDT 2025,3125.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.400000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:26:24 PDT 2025,3130.000000,0.000000,1.000000,0.000000,0.000000,20.800000,48.400000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:26:29 PDT 2025,3135.000000,0.000000,1.000000,0.000000,0.000000,20.500000,48.400000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:26:34 PDT 2025,3141.000000,0.000000,1.000000,0.000000,0.000000,20.500000,48.400000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:26:39 PDT 2025,3146.000000,0.000000,1.000000,0.000000,0.000000,21.400000,48.400000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:26:44 PDT 2025,3151.000000,0.000000,1.000000,0.000000,0.000000,21.000000,48.400000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:26:49 PDT 2025,3156.000000,0.000000,1.000000,0.000000,0.000000,21.400000,48.400000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:26:54 PDT 2025,3161.000000,0.000000,1.000000,0.000000,0.000000,20.700000,48.400000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:26:59 PDT 2025,3166.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.400000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:27:05 PDT 2025,3171.000000,0.000000,1.000000,0.000000,0.000000,20.400000,48.400000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:27:10 PDT 2025,3176.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.400000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:27:15 PDT 2025,3181.000000,0.000000,1.000000,0.000000,0.000000,21.500000,48.500000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:27:20 PDT 2025,3186.000000,0.000000,1.000000,0.000000,0.000000,20.500000,48.500000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:27:25 PDT 2025,3192.000000,0.000000,1.000000,0.000000,0.000000,20.500000,48.500000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:27:30 PDT 2025,3197.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.500000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:27:35 PDT 2025,3202.000000,0.000000,1.000000,0.000000,0.000000,21.500000,48.500000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:27:40 PDT 2025,3207.000000,0.000000,1.000000,0.000000,0.000000,21.500000,48.500000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:27:45 PDT 2025,3212.000000,0.000000,1.000000,0.000000,0.000000,20.600000,48.500000,80.000000,1.000000,0.000000,29.000000
Wed May 21 20:27:50 PDT 2025,3217.000000,0.000000,1.000000,0.000000,0.000000,20.400000,48.500000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:27:56 PDT 2025,3222.000000,0.000000,1.000000,0.000000,0.000000,21.500000,48.500000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:28:01 PDT 2025,3227.000000,0.000000,1.000000,0.000000,0.000000,20.400000,48.500000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:28:06 PDT 2025,3232.000000,0.000000,1.000000,0.000000,0.000000,21.600000,48.500000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:28:11 PDT 2025,3237.000000,0.000000,1.000000,0.000000,0.000000,21.500000,48.600000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:28:16 PDT 2025,3243.000000,0.000000,1.000000,0.000000,0.000000,21.000000,48.600000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:28:21 PDT 2025,3248.000000,0.000000,1.000000,0.000000,0.000000,21.500000,48.600000,80.500000,1.000000,0.000000,30.000000
Wed May 21 20:28:26 PDT 2025,3253.000000,0.000000,1.000000,0.000000,0.000000,21.500000,48.600000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:28:31 PDT 2025,3258.000000,0.000000,1.000000,0.000000,0.000000,20.500000,48.600000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:28:36 PDT 2025,3263.000000,0.000000,1.000000,0.000000,0.000000,20.300000,48.600000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:28:41 PDT 2025,3268.000000,0.000000,1.000000,0.000000,0.000000,21.200000,48.600000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:28:47 PDT 2025,3273.000000,0.000000,1.000000,0.000000,0.000000,21.100000,48.600000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:28:52 PDT 2025,3278.000000,0.000000,1.000000,0.000000,0.000000,20.700000,48.600000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:28:57 PDT 2025,3283.000000,0.000000,1.000000,0.000000,0.000000,20.400000,48.600000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:29:02 PDT 2025,3288.000000,0.000000,1.000000,0.000000,0.000000,20.800000,48.600000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:29:07 PDT 2025,3294.000000,0.000000,1.000000,0.000000,0.000000,21.400000,48.600000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:29:12 PDT 2025,3299.000000,0.000000,1.000000,0.000000,0.000000,21.500000,48.600000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:29:17 PDT 2025,3304.000000,0.000000,1.000000,0.000000,0.000000,20.500000,48.700000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:29:22 PDT 2025,3309.000000,0.000000,1.000000,0.000000,0.000000,20.800000,48.700000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:29:27 PDT 2025,3314.000000,0.000000,1.000000,0.000000,0.000000,20.400000,48.700000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:29:33 PDT 2025,3319.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.700000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:29:38 PDT 2025,3324.000000,0.000000,1.000000,0.000000,0.000000,21.600000,48.700000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:29:43 PDT 2025,3329.000000,0.000000,1.000000,0.000000,0.000000,20.400000,48.700000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:29:48 PDT 2025,3334.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.700000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:29:53 PDT 2025,3339.000000,0.000000,1.000000,0.000000,0.000000,20.900000,48.700000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:29:58 PDT 2025,3345.000000,0.000000,1.000000,0.000000,0.000000,21.500000,48.700000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:30:03 PDT 2025,3350.000000,0.000000,1.000000,0.000000,0.000000,21.600000,48.700000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:30:08 PDT 2025,3355.000000,0.000000,1.000000,0.000000,0.000000,20.500000,48.700000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:30:13 PDT 2025,3360.000000,0.000000,1.000000,0.000000,0.000000,21.000000,48.700000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:30:18 PDT 2025,3365.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.700000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:30:24 PDT 2025,3370.000000,0.000000,1.000000,0.000000,0.000000,21.500000,48.800000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:30:29 PDT 2025,3375.000000,0.000000,1.000000,0.000000,0.000000,20.500000,48.700000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:30:34 PDT 2025,3380.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.800000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:30:39 PDT 2025,3385.000000,0.000000,1.000000,0.000000,0.000000,21.500000,48.800000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:30:44 PDT 2025,3390.000000,0.000000,1.000000,0.000000,0.000000,21.000000,48.800000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:30:49 PDT 2025,3396.000000,0.000000,1.000000,0.000000,0.000000,20.400000,48.800000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:30:54 PDT 2025,3401.000000,0.000000,1.000000,0.000000,0.000000,20.400000,48.800000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:30:59 PDT 2025,3406.000000,0.000000,1.000000,0.000000,0.000000,20.300000,48.800000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:31:04 PDT 2025,3411.000000,0.000000,1.000000,0.000000,0.000000,20.600000,48.800000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:31:10 PDT 2025,3416.000000,0.000000,1.000000,0.000000,0.000000,20.400000,48.800000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:31:15 PDT 2025,3421.000000,0.000000,1.000000,0.000000,0.000000,21.400000,48.800000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:31:20 PDT 2025,3426.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.800000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:31:25 PDT 2025,3431.000000,0.000000,1.000000,0.000000,0.000000,20.500000,48.800000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:31:30 PDT 2025,3436.000000,0.000000,1.000000,0.000000,0.000000,20.500000,48.800000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:31:35 PDT 2025,3441.000000,0.000000,1.000000,0.000000,0.000000,21.300000,48.800000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:31:40 PDT 2025,3446.000000,0.000000,1.000000,0.000000,0.000000,21.600000,48.900000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:31:45 PDT 2025,3452.000000,0.000000,1.000000,0.000000,0.000000,21.400000,48.900000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:31:50 PDT 2025,3457.000000,0.000000,1.000000,0.000000,0.000000,21.400000,48.900000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:31:55 PDT 2025,3462.000000,0.000000,1.000000,0.000000,0.000000,20.300000,48.900000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:32:01 PDT 2025,3467.000000,0.000000,1.000000,0.000000,0.000000,20.600000,48.900000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:32:06 PDT 2025,3472.000000,0.000000,1.000000,0.000000,0.000000,20.400000,48.900000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:32:11 PDT 2025,3477.000000,0.000000,1.000000,0.000000,0.000000,20.500000,48.900000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:32:16 PDT 2025,3482.000000,0.000000,1.000000,0.000000,0.000000,20.900000,48.900000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:32:21 PDT 2025,3487.000000,0.000000,1.000000,0.000000,0.000000,21.400000,48.900000,80.000000,1.000000,0.000000,30.000000
Wed May 21 20:32:26 PDT 2025,3493.000000,0.000000,1.000000,0.000000,0.000000,20.600000,48.900000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:32:31 PDT 2025,3498.000000,0.000000,1.000000,0.000000,0.000000,21.000000,48.900000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:32:36 PDT 2025,3503.000000,0.000000,1.000000,0.000000,0.000000,20.300000,48.900000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:32:41 PDT 2025,3508.000000,0.000000,1.000000,0.000000,0.000000,20.500000,48.900000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:32:46 PDT 2025,3513.000000,0.000000,1.000000,0.000000,0.000000,21.400000,49.000000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:32:52 PDT 2025,3518.000000,0.000000,1.000000,0.000000,0.000000,21.000000,48.900000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:32:57 PDT 2025,3523.000000,0.000000,1.000000,0.000000,0.000000,20.400000,49.000000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:33:02 PDT 2025,3528.000000,0.000000,1.000000,0.000000,0.000000,21.000000,49.000000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:33:07 PDT 2025,3533.000000,0.000000,1.000000,0.000000,0.000000,21.400000,49.000000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:33:12 PDT 2025,3538.000000,0.000000,1.000000,0.000000,0.000000,20.400000,49.000000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:33:17 PDT 2025,3544.000000,0.000000,1.000000,0.000000,0.000000,20.300000,49.000000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:33:22 PDT 2025,3549.000000,0.000000,1.000000,0.000000,0.000000,20.600000,49.000000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:33:27 PDT 2025,3554.000000,0.000000,1.000000,0.000000,0.000000,20.500000,49.000000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:33:32 PDT 2025,3559.000000,0.000000,1.000000,0.000000,0.000000,20.800000,49.000000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:33:37 PDT 2025,3564.000000,0.000000,1.000000,0.000000,0.000000,20.600000,49.000000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:33:42 PDT 2025,3569.000000,0.000000,1.000000,0.000000,0.000000,21.100000,49.000000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:33:48 PDT 2025,3574.000000,0.000000,1.000000,0.000000,0.000000,21.400000,49.000000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:33:53 PDT 2025,3579.000000,0.000000,1.000000,0.000000,0.000000,20.700000,49.100000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:33:58 PDT 2025,3584.000000,0.000000,1.000000,0.000000,0.000000,21.100000,49.100000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:34:03 PDT 2025,3589.000000,0.000000,1.000000,0.000000,0.000000,21.000000,49.000000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:34:08 PDT 2025,3595.000000,0.000000,1.000000,0.000000,0.000000,20.500000,49.100000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:34:13 PDT 2025,3600.000000,0.000000,1.000000,0.000000,0.000000,21.000000,49.100000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:34:18 PDT 2025,3605.000000,0.000000,1.000000,0.000000,0.000000,20.400000,49.100000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:34:23 PDT 2025,3610.000000,0.000000,1.000000,0.000000,0.000000,21.500000,49.100000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:34:28 PDT 2025,3615.000000,0.000000,1.000000,0.000000,0.000000,20.500000,49.100000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:34:34 PDT 2025,3620.000000,0.000000,1.000000,0.000000,0.000000,20.800000,49.100000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:34:39 PDT 2025,3625.000000,0.000000,1.000000,0.000000,0.000000,21.500000,49.100000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:34:44 PDT 2025,3630.000000,0.000000,1.000000,0.000000,0.000000,20.900000,49.100000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:34:49 PDT 2025,3635.000000,0.000000,1.000000,0.000000,0.000000,20.900000,49.100000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:34:54 PDT 2025,3640.000000,0.000000,1.000000,0.000000,0.000000,21.300000,49.100000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:34:59 PDT 2025,3646.000000,0.000000,1.000000,0.000000,0.000000,21.400000,49.100000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:35:04 PDT 2025,3651.000000,0.000000,1.000000,0.000000,0.000000,20.500000,49.100000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:35:09 PDT 2025,3656.000000,0.000000,1.000000,0.000000,0.000000,20.700000,49.100000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:35:14 PDT 2025,3661.000000,0.000000,1.000000,0.000000,0.000000,21.000000,49.200000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:35:20 PDT 2025,3666.000000,0.000000,1.000000,0.000000,0.000000,20.600000,49.200000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:35:25 PDT 2025,3671.000000,0.000000,1.000000,0.000000,0.000000,21.200000,49.200000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:35:30 PDT 2025,3676.000000,0.000000,1.000000,0.000000,0.000000,21.300000,49.200000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:35:35 PDT 2025,3681.000000,0.000000,1.000000,0.000000,0.000000,21.300000,49.200000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:35:40 PDT 2025,3686.000000,0.000000,1.000000,0.000000,0.000000,21.000000,49.200000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:35:45 PDT 2025,3691.000000,0.000000,1.000000,0.000000,0.000000,20.900000,49.200000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:35:50 PDT 2025,3697.000000,0.000000,1.000000,0.000000,0.000000,20.900000,49.200000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:35:55 PDT 2025,3702.000000,0.000000,1.000000,0.000000,0.000000,20.500000,49.200000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:36:00 PDT 2025,3707.000000,0.000000,1.000000,0.000000,0.000000,20.700000,49.200000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:36:05 PDT 2025,3712.000000,0.000000,1.000000,0.000000,0.000000,21.400000,49.200000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:36:11 PDT 2025,3717.000000,0.000000,1.000000,0.000000,0.000000,21.000000,49.200000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:36:16 PDT 2025,3722.000000,0.000000,1.000000,0.000000,0.000000,20.600000,49.200000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:36:21 PDT 2025,3727.000000,0.000000,1.000000,0.000000,0.000000,20.300000,49.200000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:36:26 PDT 2025,3732.000000,0.000000,1.000000,0.000000,0.000000,21.000000,49.200000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:36:31 PDT 2025,3737.000000,0.000000,1.000000,0.000000,0.000000,21.000000,49.300000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:36:36 PDT 2025,3743.000000,0.000000,1.000000,0.000000,0.000000,21.300000,49.300000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:36:41 PDT 2025,3748.000000,0.000000,1.000000,0.000000,0.000000,20.900000,49.300000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:36:46 PDT 2025,3753.000000,0.000000,1.000000,0.000000,0.000000,21.400000,49.300000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:36:51 PDT 2025,3758.000000,0.000000,1.000000,0.000000,0.000000,20.700000,49.300000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:36:56 PDT 2025,3763.000000,0.000000,1.000000,0.000000,0.000000,20.600000,49.300000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:37:01 PDT 2025,3768.000000,0.000000,1.000000,0.000000,0.000000,21.200000,49.300000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:37:07 PDT 2025,3773.000000,0.000000,1.000000,0.000000,0.000000,21.400000,49.300000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:37:12 PDT 2025,3778.000000,0.000000,1.000000,0.000000,0.000000,21.300000,49.300000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:37:17 PDT 2025,3783.000000,0.000000,1.000000,0.000000,0.000000,20.400000,49.300000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:37:22 PDT 2025,3788.000000,0.000000,1.000000,0.000000,0.000000,20.500000,49.300000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:37:27 PDT 2025,3794.000000,0.000000,1.000000,0.000000,0.000000,21.300000,49.300000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:37:32 PDT 2025,3799.000000,0.000000,1.000000,0.000000,0.000000,20.500000,49.300000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:37:37 PDT 2025,3804.000000,0.000000,1.000000,0.000000,0.000000,20.400000,49.300000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:37:42 PDT 2025,3809.000000,0.000000,1.000000,0.000000,0.000000,20.900000,49.300000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:37:47 PDT 2025,3814.000000,0.000000,1.000000,0.000000,0.000000,21.400000,49.400000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:37:52 PDT 2025,3819.000000,0.000000,1.000000,0.000000,0.000000,21.200000,49.400000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:37:58 PDT 2025,3824.000000,0.000000,1.000000,0.000000,0.000000,20.700000,49.400000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:38:03 PDT 2025,3829.000000,0.000000,1.000000,0.000000,0.000000,20.800000,49.400000,80.000000,1.000000,0.000000,31.000000
Wed May 21 20:38:08 PDT 2025,3834.000000,0.000000,1.000000,0.000000,0.000000,20.500000,49.400000,80.000000,1.000000,0.000000,31.000000
